0 0 0 2038.28
0 0 0 2038.28
0 0 0 3783.03
0 0 0 3783.03
0 0 0 3783.03
4.03672e-10 10 0 3783.03
0 0 0 3783.03
0 0 0 3783.03
0 0 0 3783.03
0 0 0 2038.28
4.7344e-05 10 0.828996 1940.05
9.56349e-05 10 1.64948 1861.58
0.000142979 10 2.44071 1815.94
0.000189376 10 3.20948 1789.34
0.00023672 10 3.99251 1767.72
0.000285011 10 4.78971 1749.68
0.000332355 10 5.56972 1733.65
0.000379699 10 6.34955 1719.71
0.000427043 10 7.13092 1706.69
0.000474387 10 7.9106 1694.34
0.000521731 10 8.69222 1682.48
0.000569075 10 9.47604 1671.11
0.000616419 10 10.2603 1660.15
0.000663763 10 11.0428 1649.49
0.000711107 10 11.8265 1639.11
0.000758451 10 12.6099 1629.14
0.000805795 10 13.3933 1619.59
0.000853139 10 14.177 1610.22
0.000900483 10 14.9602 1601.14
0.000947827 10 15.7456 1592.43
0.000995172 10 16.5295 1584.38
0.00104252 10 17.3103 1576.21
0.00108891 10 18.0761 1568.59
0.00113626 10 18.863 1560.55
0.0011836 10 19.6454 1553.03
0.00123094 10 20.4285 1545.8
0.00127829 10 21.2107 1538.69
0.00132563 10 21.9918 1531.76
0.00137298 10 22.7726 1525.08
0.00142032 10 23.5564 1518.59
0.00146766 10 24.335 1512.23
0.00151501 10 25.1172 1506.03
0.00156235 10 25.894 1499.98
0.0016097 10 26.6748 1494.05
0.00165704 10 27.4566 1488.33
0.00170439 10 28.2369 1482.58
0.00175173 10 29.0139 1477.09
0.00179907 10 29.7919 1471.75
0.00184642 10 30.5696 1466.37
0.00189376 10 31.3513 1461.15
0.00194111 10 32.1258 1455.87
0.00198845 10 32.9006 1450.87
0.00203579 10 33.6764 1446.03
0.00208314 10 34.4514 1441.21
0.00213048 10 35.2268 1436.52
0.00217783 10 36.0004 1431.91
0.00222517 10 36.7753 1427.37
0.00227251 10 37.5498 1422.87
0.00231986 10 38.3263 1418.46
